date,open,high,low,close,volume,prior_252_high,breakout_close_ge,vol_sma20,volume_ok,atr14_sma,atr14_wilder,nifty_close,market_ok,labs_buy_signal
2023-09-14,1552.0,1554.0,1531.0,1538.55,96048.0,1552.0,0,87355.85,1,38.04285714285715,34.272369017808685,17603.5,True,0
2023-09-15,1538.55,1615.05,1499.25,1600.25,306690.0,1554.0,1,100309.35,1,43.60000000000001,40.09577123082234,17665.8,True,1
2023-09-18,1593.45,1624.0,1578.65,1592.95,138150.0,1615.05,0,105234.65,1,45.36071428571428,40.4710732857636,17613.6,True,0
2023-09-20,1595.0,1605.05,1560.0,1568.85,46263.0,1624.0,0,106848.0,0,47.44285714285713,40.79813947963763,17449.3,True,0
2023-09-21,1560.75,1595.8,1545.4,1555.8,92022.0,1624.0,0,103314.85,0,48.749999999999986,41.48398665966351,17303.5,True,0
2023-09-22,1565.0,1575.45,1544.75,1560.55,143149.0,1624.0,0,107486.85,1,47.2642857142857,40.713701898258975,17260.8,True,0
2023-09-25,1560.55,1578.9,1532.85,1539.65,49380.0,1624.0,0,107623.05,0,46.77499999999999,41.094866048383345,17272.6,True,0
2023-09-26,1541.65,1559.0,1514.9,1524.8,71372.0,1624.0,0,106674.15,0,47.182142857142836,41.30951847349881,17276.8,True,0
2023-09-27,1527.6,1545.0,1515.2,1525.3,42896.0,1624.0,0,107436.75,0,47.75714285714283,40.487410011106036,17341.6,True,0
2023-09-28,1528.4,1540.0,1501.25,1512.15,27217.0,1624.0,0,107587.5,0,48.16785714285712,40.36330929602703,17170.4,True,0
2023-09-29,1513.35,1568.1,1512.2,1548.25,71984.0,1624.0,0,102866.65,0,49.27499999999996,41.476644346310806,17292.6,True,0
2023-10-03,1549.0,1578.0,1535.0,1570.4,160141.0,1624.0,0,105132.05,1,50.43571428571425,41.58545546443146,17254.4,True,0
2023-10-04,1550.0,1572.15,1536.2,1560.9,233489.0,1624.0,0,112368.2,1,50.035714285714256,41.18292293125779,17123.1,True,0
2023-10-05,1565.0,1568.75,1537.0,1540.55,26736.0,1624.0,0,109800.4,0,45.403571428571404,40.509142721882235,17195.8,True,0
2023-10-06,1548.1,1570.8,1536.25,1555.0,50525.0,1624.0,0,110683.4,0,46.2285714285714,40.08348967031922,17293.6,True,0
2023-10-09,1548.0,1570.0,1530.0,1539.95,48806.0,1624.0,0,107885.85,0,40.81428571428569,40.077526122439274,17127.7,True,0
2023-10-10,1539.3,1552.0,1535.0,1547.5,51752.0,1624.0,0,106520.3,0,38.7892857142857,38.42913139940789,17303.3,True,0
2023-10-11,1543.85,1568.4,1529.95,1533.2,30150.0,1624.0,0,104073.45,0,38.31785714285713,38.430622013735906,17407.3,True,0
2023-10-12,1525.5,1546.9,1515.0,1521.75,27165.0,1624.0,0,102480.25,0,36.996428571428574,37.964149012754774,17419.7,True,0
2023-10-13,1515.0,1544.15,1515.0,1527.75,38054.0,1624.0,0,87599.45,0,36.88571428571429,37.33456694041515,17390.3,True,0
2023-10-16,1533.0,1598.2,1524.65,1537.5,116405.0,1624.0,0,88617.3,1,38.84999999999999,39.921383587528354,17393.0,True,0
2023-10-17,1544.95,1551.95,1529.7,1533.9,79587.0,1624.0,0,77262.15,1,37.28928571428571,38.6591419027049,17467.7,True,0
2023-10-18,1535.0,1542.0,1513.1,1517.85,37947.0,1624.0,0,72252.0,0,37.22500000000001,37.96206033822599,17344.0,True,0
2023-10-19,1519.95,1544.0,1516.0,1537.05,119518.0,1624.0,0,75914.75,1,36.45714285714286,37.250484599781274,17310.5,True,0
2023-10-20,1536.6,1548.05,1520.0,1525.25,98398.0,1624.0,0,76233.55,1,34.46428571428573,36.59330712836832,17208.8,True,0
2023-10-23,1525.25,1529.55,1458.85,1463.8,54803.0,1624.0,0,71816.25,0,36.442857142857164,39.029499476342025,16888.7,False,0
2023-10-25,1483.75,1488.95,1454.0,1462.35,103120.0,1624.0,0,74503.25,1,36.37142857142859,38.738106656603314,16760.8,False,0
2023-10-26,1432.2,1455.0,1432.2,1440.3,63644.0,1624.0,0,74116.85,0,36.25714285714287,38.12467046684593,16555.4,False,0
2023-10-27,1449.55,1453.9,1430.05,1434.4,81687.0,1624.0,0,76056.4,1,35.49285714285717,37.10505114778552,16765.4,False,0
2023-10-30,1433.3,1437.65,1425.0,1429.65,26951.0,1624.0,0,76043.1,0,33.53928571428575,35.35826178008656,16826.1,False,0
2023-10-31,1429.7,1434.8,1415.65,1423.35,30612.0,1624.0,0,73974.5,0,33.692857142857164,34.20052879579465,16801.1,False,0
