time,open,high,low,close,Volume,STR-001 Signal,Breakout,Volume OK,Market OK,Close,Prior 252 High,Volume,Volume SMA20,ATR14
2020-07-21,82.800003,83.949997,80.800003,81.349998,560335,0,0,0,1,81.349998,233.95,560335,1420698.5000000033,3.5678574285714038
2020-07-22,82.550003,82.550003,80.800003,81.550003,420214,0,0,0,1,81.550003,233.95,420214,1287573.9500000034,3.571428499999975
2020-07-23,81.900002,83.900002,81.050003,81.900002,590770,0,0,0,1,81.900002,233.95,590770,1272013.6000000034,3.607142857142832
2020-07-24,81.5,81.599998,79.900002,80.75,780126,0,0,0,1,80.75,233.95,780126,1265216.2500000033,3.46785678571426
2020-07-27,81.099998,81.599998,79.800003,80.25,609322,0,0,0,1,80.25,233.95,609322,1243464.2000000034,3.4107137142856883
2020-07-28,80.349998,84.25,79.550003,82.900002,1311724,0,0,1,1,82.900002,233.95,1311724,1267499.9000000034,3.421427499999974
2020-07-29,84.699997,84.699997,82.650002,83.25,1352664,0,0,1,1,83.25,233.95,1352664,1285793.4500000034,3.264284285714259
2020-07-30,83.25,85.800003,83,84.150002,1121376,0,0,0,1,84.150002,233.95,1121376,1315473.0500000033,3.121427142857116
2020-07-31,84.150002,88.349998,83,87.800003,2440921,0,0,1,1,87.800003,233.95,2440921,1371499.0500000033,3.239284357142831
2020-08-03,87.949997,92.150002,85.699997,92.150002,1523633,0,0,1,1,92.150002,233.95,1523633,1357158.6000000034,3.3964275714285455
2020-08-04,96.75,96.75,95.550003,96.75,358245,0,0,0,1,96.75,233.95,358245,1310081.6000000034,3.3428561428571166
2020-08-05,101.55,101.55,94.849998,100.45,6158772,0,0,1,1,100.45,233.95,6158772,1414354.1500000034,3.4749992857142593
2020-08-06,99.650002,101.45,97.449997,100.6,2350647,0,0,1,1,100.6,233.95,2350647,1333961.0500000033,3.596427857142831
2020-08-07,101.75,104.4,98.800003,103.1,3061465,0,0,1,1,103.1,233.95,3061465,1391726.6000000034,3.8428561428571166
2020-08-10,103.65,106,102.65,103.65,1098553,0,0,0,1,103.65,233.95,1098553,1404184.1500000034,3.85714228571426
2020-08-11,103.7,108.8,103.7,108.8,1460545,0,0,1,1,108.8,233.95,1460545,1422251.1000000034,4.099999428571402
2020-08-12,109.9,114.2,106.7,112.1,2923095,0,0,1,1,112.1,233.95,2923095,1518085.2500000033,4.432142357142831
2020-08-13,113.5,114.9,110.4,111.1,1047834,0,0,0,1,111.1,233.95,1047834,1523672.8000000033,4.6107137857142595
2020-08-14,112,113.75,105.55,106.3,1503023,0,0,0,1,106.3,233.95,1503023,1568319.5000000033,5.067856999999974
2020-08-17,108,110,106.15,109.35,727919,0,0,0,1,109.35,233.95,727919,1570059.1500000034,5.007142928571403
2020-08-18,110.4,114.8,109,114.8,1112065,0,0,0,1,114.8,233.95,1112065,1597645.6500000034,5.275000428571403
2020-08-19,115.8,120.5,114.3,115.65,2023688,0,0,1,1,115.65,233.95,2023688,1677819.3500000034,5.517857357142831
2020-08-20,114,117.8,113.05,115.95,642847,0,0,0,1,115.95,233.95,642847,1680423.2000000034,5.475000357142831
2020-08-21,117.75,118.2,115.5,115.9,462164,0,0,0,1,115.9,233.95,462164,1664525.1000000034,5.2071428571428315
2020-08-24,116.2,118.75,115.75,117.5,536346,0,0,0,1,117.5,233.95,536346,1660876.3000000033,5.09285728571426
2020-08-25,118.75,118.85,112.5,114,1120833,0,0,0,1,114,233.95,1120833,1651331.7500000033,5.067857142857116
2020-08-26,115.5,117.95,114.15,114.95,911050,0,0,0,1,114.95,233.95,911050,1629251.0500000033,5.064285499999974
2020-08-27,115.75,117.35,112.7,115.5,1084067,0,0,0,1,115.5,233.95,1084067,1627385.6000000034,4.996428571428544
2020-08-28,116.05,116.9,113,113.2,671742,0,0,0,1,113.2,233.95,671742,1538926.6500000034,5.035714285714259
